"Country Name","Country Code","Indicator Name","Indicator Code","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Albania, Central","ALB_Central_AGG008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Albania, Coastal","ALB_Coastal_AGG008.5","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","13","","","","17.6","",
"Albania, Coastal","ALB_Coastal_AGG008.5","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Albania, Coastal","ALB_Coastal_AGG008.5","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Albania, Mountain","ALB_Mountain_AGG008.51","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","26.6","","","","15.3","",
"Albania, Mountain","ALB_Mountain_AGG008.51","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Albania, Mountain","ALB_Mountain_AGG008.51","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Albania, Tirana","ALB_Tirane_AL.TI_338_ALB034","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","8.7","","","","12.6","",
"Albania, Tirana","ALB_Tirane_AL.TI_338_ALB034","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Albania, Tirana","ALB_Tirane_AL.TI_338_ALB034","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Aragatsotn","ARM_Aragatsotn_AM.AG_453_ARM001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","21.2","",
"Armenia, Aragatsotn","ARM_Aragatsotn_AM.AG_453_ARM001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Aragatsotn","ARM_Aragatsotn_AM.AG_453_ARM001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Ararat","ARM_Ararat_AM.AR_454_ARM002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","34.6","",
"Armenia, Ararat","ARM_Ararat_AM.AR_454_ARM002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Ararat","ARM_Ararat_AM.AR_454_ARM002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Armavir","ARM_Armavir_AM.AV_455_ARM003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","34.3","",
"Armenia, Armavir","ARM_Armavir_AM.AV_455_ARM003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Armavir","ARM_Armavir_AM.AV_455_ARM003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Gergharkunik","ARM_Gergharkunik_AM.GR_456_ARM004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","35.5","",
"Armenia, Gergharkunik","ARM_Gergharkunik_AM.GR_456_ARM004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Gergharkunik","ARM_Gergharkunik_AM.GR_456_ARM004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Kotayk","ARM_Kotayk_AM.KT_457_ARM005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","42.5","",
"Armenia, Kotayk","ARM_Kotayk_AM.KT_457_ARM005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Kotayk","ARM_Kotayk_AM.KT_457_ARM005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Lori","ARM_Lori_AM.LO_458_ARM006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","38.7","",
"Armenia, Lori","ARM_Lori_AM.LO_458_ARM006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Lori","ARM_Lori_AM.LO_458_ARM006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Shirak","ARM_Shirak_AM.SH_460_ARM007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","46","",
"Armenia, Shirak","ARM_Shirak_AM.SH_460_ARM007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Shirak","ARM_Shirak_AM.SH_460_ARM007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Syunik","ARM_Syunik_AM.SU_461_ARM008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","25.6","",
"Armenia, Syunik","ARM_Syunik_AM.SU_461_ARM008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Syunik","ARM_Syunik_AM.SU_461_ARM008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Tavush","ARM_Tavush_AM.TV_462_ARM009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","27.5","",
"Armenia, Tavush","ARM_Tavush_AM.TV_462_ARM009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Tavush","ARM_Tavush_AM.TV_462_ARM009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Vayots Dzor","ARM_Vayots_Dzor_AM.VD_463_ARM010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","20.7","",
"Armenia, Vayots Dzor","ARM_Vayots_Dzor_AM.VD_463_ARM010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Vayots Dzor","ARM_Vayots_Dzor_AM.VD_463_ARM010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Armenia, Yerevan","ARM_Yerevan_AM.ER_464_ARM011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","25.6","",
"Armenia, Yerevan","ARM_Yerevan_AM.ER_464_ARM011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Armenia, Yerevan","ARM_Yerevan_AM.ER_464_ARM011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Barisal","BGD_Barisal_BD.BA_575_BGD001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","53.1","","","","","52","","","","","39.4","","","",
"Bangladesh, Barisal","BGD_Barisal_BD.BA_575_BGD001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Barisal","BGD_Barisal_BD.BA_575_BGD001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Chittagong","BGD_Chittagong_BD.CG_576_BGD002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","45.7","","","","","34","","","","","26.2","","","",
"Bangladesh, Chittagong","BGD_Chittagong_BD.CG_576_BGD002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Chittagong","BGD_Chittagong_BD.CG_576_BGD002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Dhaka","BGD_Dhaka_BD.DA_577_BGD003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","46.7","","","","","32","","","","","30.5","","","",
"Bangladesh, Dhaka","BGD_Dhaka_BD.DA_577_BGD003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Dhaka","BGD_Dhaka_BD.DA_577_BGD003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Khulna","BGD_Khulna_BD.KH_578_BGD004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","45.1","","","","","45.7","","","","","32.1","","","",
"Bangladesh, Khulna","BGD_Khulna_BD.KH_578_BGD004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Khulna","BGD_Khulna_BD.KH_578_BGD004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Rajshahi","BGD_Rajshahi_BD.RJ_61362_BGD005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","56.7","","","","","51.2","","","","","35.6","","","",
"Bangladesh, Rajshahi","BGD_Rajshahi_BD.RJ_61362_BGD005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Rajshahi","BGD_Rajshahi_BD.RJ_61362_BGD005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Sylhet","BGD_Sylhet_BD.SY_580_BGD006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","42.4","","","","","33.8","","","","","28.1","","","",
"Bangladesh, Sylhet","BGD_Sylhet_BD.SY_580_BGD006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bangladesh, Sylhet","BGD_Sylhet_BD.SY_580_BGD006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bulgaria, Severen tsentralen","BGR_Severen_tsentralen_AGG011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","28","23.6","","",
"Bulgaria, Severen tsentralen","BGR_Severen_tsentralen_AGG011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bulgaria, Severen tsentralen","BGR_Severen_tsentralen_AGG011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bulgaria, Severoiztochen","BGR_Severoiztochen_AGG012","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","26","24","","",
